sector,region,size,multiestablishment_firm,fiscal_year,fiscal_month,fiscal_day,last_fiscal_year,legal_status,other_status,percentage_ownership,owner_manager,number_companies_owned,private_foreing_companies,government_company,other_company,female_owner,family_ownership,ceo_politician,support_group,year_established,fte_started,formal_year,manager_experience,top_manager_female,age_top_manager,education_top_manager,citizenship_top_manager,multinational_exp_top_manager,quality_certification,name_quality_certification,electrical_connection,power_outages,own_generator,application_water_connection,website,electricity_obstacle,main_activity,main_product,percentage_sales_main_product,sales,sales_description,sales_2years_ago,direct_sales,direct_sales_phone,direct_sales_online,direct_sales_other,national_sales,indirect_exports,direct_exports,losses_theft_products,domestic_supplies,foreign_supplies,technology_supply_chain,formal_planning,taxes_prevent_growth,labor_reg_prevent_growth,market_demand_prevent_growth,transport_obstacle_ops,customs_obstacle_ops,main_solutions,kpis,production_targets,performance_bonus,promotions,time_dismissed,main_market,competitors,foreign_technology,informal_competitors,obstacle_informal_competitors,product_innovation,product_inn_market,product_inn_description,prod_inn_description2,process_innovation,process_inn_description,process_inn_description2,r&d,r&d_intensity,closing_covid,own_building,own_land,construction_permit,access_land_obstacle,security,losses_fraudulent_transactions,obstacle_crime,internal_funds_workingcapital,bank_loans_workingcapital,other_loans_workingcapital,suppliers_customers_workingcapital,other_source_workingcapital,fixed_assets,savings_account,overdraft_facility,credit_line,outstanding_personal_loans,application_loans,certified_fin_statements,obstacle_access_finance,opinion_court_system,manager_timespent_regulations,tax_inspection,online_tax_payment,tax_officials_impartial,tax_officials_transparent,raised_complaints,government_contract,percentage_informal_payments,import_lic,operating_licence,payments_votes,payments_content_decrees,payments_votes_localdecrees,public_support,other_public_support_descrip,obtacle_tax_rates,obtacle_tax_adm,obtacle_permits,obstacle_political_inestability,obstacle_corruption,obstacle_occup_safety,obstacle_healthy_reg,obstacle_environment_reg,obstacle_courts,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,j30_safety_pos,j30_health_pos,j30_environment_pos,permanent_fte,permanent_fte_lastyear,foreing_languages,interpersonal_skills,managerial_skilss,it_skilss,engineering_skilss,technical_skilss,EUl2_language_pos,EUl2_interpersonal_pos,EUl2_probsolve_pos,EUl2_manage_pos,EUl2_comp_pos,EUl2_math_pos,EUl2_tech_pos,temporal_workers,training,vacancies,EUl8_language_pos,EUl8_interpersonal_pos,EUl8_probsolve_pos,EUl8_manage_pos,EUl8_comp_pos,EUl8_math_pos,EUl8_tech_pos,obstacle_labor_reg,obstacle_educated_workers,biggest_obstacle,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,labor,cost_elctricity,weeks_remain_open,machinery_value
Manufacturing,East Netherlands,Small,No,2019,12,31,,Partnership,,100,Yes,None (This is the first),0,0,0,Yes,100,No,Yes,1990,6,1990,45,No,60,Secondary/technical/vocational training,Yes,No,No,,No,No,No,No,Yes,No obstacle,Manufacturing of ,"Production And Sale Of Bread And Pastries, And Chocolate.",100,800000.0,Eight Hundred Thousand,725000,88,0,2,10,100,0,0,No losses,70,30,Database of suppliers manually updated using computers with general purpose software,Yes,Yes,No,Yes,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,Yes,No,-7,DOES NOT APPLY (SPONTANEOUS),Local â main product sold mostly in same municipality where establishment is located,2.0,No,No,No obstacle,No,0,,,No,,,No,0,0,50,50,No,No obstacle,No,No,No obstacle,100,0,0,0,0,Yes,Yes,No,No,No,No,No,Moderate obstacle,Strongly disagree,10,No,Yes,Does not apply,Does not apply,Does not apply,No,0.0,No,No,No impact,No impact,No impact,0,,Major obstacle,Moderate obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,Does not apply,1,2,9,7,3,4,5,6,8,5,5,Does not apply (spontaneous),Below required,Below required,Below required,Does not apply (spontaneous),As required,1,2,6,7,3,4,5,1,No,No,1,2,6,7,3,4,5,Moderate obstacle,No obstacle,Tax rates,12,2,9,7,3,4,14,15,11,5,8,13,1,10,6,265000,40000,0.0,400000.0
Manufacturing,West Netherlands,Small,No,2019,12,31,June,Shareholding company with non-traded shares or shares traded privately,,100,No,None (This is the first),0,0,0,Yes,100,No,Yes,1993,1,1993,35,No,53,Secondary/technical/vocational training,No,No,No,,Yes,Don't know (spontaneous),No,No,Yes,No obstacle,Manufacturing of ,"Fabrication Of Lunch. And Drinks Products To Supply To Hotels, Conference Centers And Offices",100,1350000.0,One Million Three Hundred Fiftythousand,900000,0,50,50,0,100,0,0,No losses,95,5,E-procurement with electronic orders integrated to specialized supply chain management systems,Yes,No,No,Yes,Minor obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,Yes,No,Promotions were based solely on performance and ability,Rarely or never,National â main product sold mostly across the country where establishment is located,5.0,No,No,No obstacle,Yes,1,More On Vegetarian Products Such As Vegan Rolls And Sandwiches For Special Dietary Needs [Such As Gluten-Free And Halal],New,No,,,Yes,20000.0,0,100,100,No,No obstacle,Yes,No,No obstacle,100,0,0,0,0,Yes,Yes,No,No,No,No,Yes,No obstacle,Strongly agree,1,No,Yes,Strongly agree,Strongly agree,Strongly agree,Yes,0.0,No,No,Does not apply,Does not apply,Does not apply,1,,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,7,9,8,1,3,2,5,6,4,8,8,Below required,Below required,As required,As required,Does not apply (spontaneous),As required,7,4,2,6,3,1,5,7,No,Yes,7,4,2,6,3,1,5,Moderate obstacle,No obstacle,Transport,12,10,15,11,13,2,5,6,14,8,1,7,3,4,9,500000,14400,24.0,275000.0
Manufacturing,East Netherlands,Small,No,2019,12,31,June,Shareholding company with non-traded shares or shares traded privately,,100,Yes,None (This is the first),0,0,0,Yes,100,No,No,1923,Don't know (spontaneous),1923,40,No,63,Bachelorâs degree,Yes,No,Yes,Ispm 15,No,No,No,No,Yes,No obstacle,Manufacturing of ,"Making Wooden Transport Solutions, Such As Transport Crates Or Wooden Transport Containers",100,1500000.0,One Million Five Hundred  Thousand,1400000,0,90,10,0,0,100,0,No internal shipments made (does not apply),0,100,Database of suppliers manually updated using computers with general purpose software,Yes,No,Yes,Yes,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,Yes,No,Promotions were based solely on performance and ability,DOES NOT APPLY (SPONTANEOUS),National â main product sold mostly across the country where establishment is located,40.0,No,No,No obstacle,Yes,1,The Airtight Packaging Of Various Sizes Of Materials,Completely New,Yes,Taking Care Of Packaging On Location So That Customers No Longer Have To Do This Themselves,Brand New,Yes,5000.0,0,100,100,No,No obstacle,Yes,No,No obstacle,100,0,0,0,0,No,Yes,No,No,No,No,Yes,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),No,Yes,Does not apply,Does not apply,Does not apply,No,0.0,No,No,No impact,No impact,No impact,0,,No obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,No obstacle,4,6,1,7,3,9,5,2,8,9,6,Does not apply (spontaneous),As required,As required,Does not apply (spontaneous),Does not apply (spontaneous),As required,1,4,6,7,3,2,5,2,No,Yes,1,4,6,7,3,2,5,No obstacle,No obstacle,Political instability,14,6,11,15,3,12,13,2,8,9,4,1,5,10,7,325000,20000,25.0,500000.0
Manufacturing,South Netherlands,Small,No,2019,12,31,July,Shareholding company with non-traded shares or shares traded privately,,100,Yes,1,0,0,0,No,100,No,Yes,1990,2,1990,One year or less,No,47,Post-graduate degree (Master or Doctorate),Yes,No,No,,Yes,No,No,No,No,No obstacle,Manufacturing of ,"Production Of Rehabilitation Aids, Such As Beds",99,770000.0,Seven Hundred Seventy  Thousand,690000,0,0,0,100,91,0,9,No losses,87,13,Manual search of suppliers without storing supplierâs information in centralized database,No,Yes,No,No,No obstacle,Major obstacle,We fixed it and took action to make sure it did not happen again,No,Yes,No,Promotions were based solely on performance and ability,Rarely or never,National â main product sold mostly across the country where establishment is located,3.0,No,No,No obstacle,Yes,1,New Type Of Cot For Handicapped Children,Completely New,Yes,The Automated Cutting Of Fabrics,Used To Be Done Manually = Time Consuming And Less Accurate,Yes,12000.0,0,0,0,No,Minor obstacle,Yes,No,No obstacle,100,0,0,0,0,Yes,Yes,No,Yes,No,Yes,Yes,No obstacle,Strongly agree,No time was spent,No,Yes,Strongly agree,Strongly agree,Does not apply,No,0.0,No,No,No impact,No impact,No impact,1,,Minor obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,8,2,3,9,7,5,4,1,6,11,8,Below required,As required,Above required,Above required,Below required,As required,6,2,3,7,1,5,4,No full-time seasonal or temporary workers,No,Yes,6,2,3,7,1,5,4,No obstacle,No obstacle,Customs and trade regulations,8,14,12,15,7,13,4,11,6,3,1,10,5,2,9,352000,7500,4.0,256000.0
Other services,East Netherlands,Small,No,2019,12,31,October,Shareholding company with non-traded shares or shares traded privately,,67,Yes,1,0,0,0,Yes,67,No,Yes,2013,1,2013,7,No,42,Post-graduate degree (Master or Doctorate),Yes,No,Yes,Iso 27001,No,No,No,No,Yes,No obstacle,Provide services of ,"Development Of Software To Make The Giving&Following Practical Education In Laboratories More Comprehensible&Efficient For Teacher&The Student, Using An E-Learning Tool (Labbuddy).",99,466000.0,Four Hundred Sixty Six Thousand,314000,0,100,0,0,95,0,5,No losses,20,80,Manual search of suppliers without storing supplierâs information in centralized database,Yes,Yes,Yes,No,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,No,No,Promotions were based solely on performance and ability,DOES NOT APPLY (SPONTANEOUS),National â main product sold mostly across the country where establishment is located,0.0,No,No,No obstacle,Yes,1,Added An Extra Module To The Product That Ensures That Teachers Spend Less Time Grading,Completely New,Yes,Sales Process Set Up More Professionally (Digitally),All News,Yes,75000.0,0,0,0,No,No obstacle,Yes,No,No obstacle,100,0,0,0,0,Yes,Yes,Yes,No,No,No,Yes,No obstacle,Strongly agree,5,No,Yes,Don't know (spontaneous),Strongly agree,Does not apply,Yes,0.0,No,No,Very major impact,Does not apply,Does not apply,0,,Minor obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,6,3,9,5,8,4,1,7,2,6,5,As required,As required,As required,As required,As required,As required,6,3,1,5,2,4,7,1,No,Yes,6,3,1,5,2,4,7,Minor obstacle,Major obstacle,Political instability,14,13,9,12,11,4,1,7,2,5,8,10,15,6,3,268000,5000,45.0,0.0
Other services,North Netherlands,Small,No,2019,12,31,May,Shareholding company with non-traded shares or shares traded privately,,100,Yes,2,0,0,0,No,1,No,Yes,2011,5,2011,30,No,44,Post-graduate degree (Master or Doctorate),Yes,Yes,No,,No,Yes,Yes,No,Yes,No obstacle,Provide services of ,Developing Software For Web Shops So That They Can Perform Their Services To Customers Quickly And Flawlessly,85,600000.0,Six Hundred  Thousand,Don't know (spontaneous),85,15,0,0,100,0,0,No losses,100,0,NOT APPLICABLE,Yes,Yes,Yes,Yes,No obstacle,No obstacle,No action was taken,Yes,Yes,No,-7,Within 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,12.0,Yes,No,Major obstacle,Yes,1,A Microservice Application That Provides All Kinds Of Different Forms Of Data Transfer,It Works As An Independent Service Operating Outside The Company,Yes,A Travel Search And Booking Process,It Is A. Perfected Execution Of Previous Products,Yes,400000.0,0,0,0,No,No obstacle,Yes,No,No obstacle,85,15,0,0,0,No,Yes,No,No,Yes,Yes,Yes,Moderate obstacle,Tend to disagree,2,No,Yes,Tend to disagree,Tend to agree,Tend to agree,No,0.0,No,No,No impact,No impact,No impact,0,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,7,2,6,9,5,1,3,4,8,11,9,Below required,Below required,Below required,Above required,Above required,Below required,7,2,6,3,5,4,1,No full-time seasonal or temporary workers,No,Yes,7,2,6,3,5,4,1,No obstacle,Very severe obstacle,Inadequately educated workforce,7,14,6,9,5,11,12,10,8,13,1,3,4,15,2,600000,6000,4.0,0.0
Manufacturing,South Netherlands,Medium,No,2019,12,31,August,Shareholding company with non-traded shares or shares traded privately,,100,Yes,None (This is the first),100,0,0,Yes,100,No,Yes,1985,5,1985,34,No,59,Post-graduate degree (Master or Doctorate),Yes,Yes,No,,Yes,No,No,No,Yes,No obstacle,Manufacturing of ,"Production Of Hollow Plastic Products Such As Reservoirs, Pipes, Bends, Transitions. Distributors, Bottles And Watering Cans",100,3200000.0,Three Million Two Hundredthousand,2600000,0,100,0,0,40,0,60,No losses,25,75,Database of suppliers manually updated using computers with general purpose software,Yes,No,No,No,Moderate obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,Yes,Yes,No,Promotions were based solely on performance and ability,DOES NOT APPLY (SPONTANEOUS),International,10.0,No,No,No obstacle,No,0,,,Yes,Mvv Machines Better Per Control And Programming,Brand New,No,0,0,0,0,No,Very severe obstacle,Yes,No,No obstacle,80,0,0,20,0,Yes,Yes,Yes,Yes,No,No,Yes,Moderate obstacle,Strongly agree,10,Yes,Yes,Strongly agree,Tend to agree,Does not apply,No,0.0,No,No,Does not apply,Does not apply,No impact,1,,Moderate obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,No obstacle,Major obstacle,Moderate obstacle,Moderate obstacle,No obstacle,5,9,3,7,8,2,4,6,1,22,20,As required,Below required,Below required,As required,Does not apply (spontaneous),Below required,5,6,1,7,3,2,4,7,Yes,Yes,5,6,1,7,3,2,4,Moderate obstacle,Very severe obstacle,Inadequately educated workforce,5,1,13,7,15,12,11,6,4,9,10,2,14,3,8,900000,75000,13.0,4000000.0
Other services,East Netherlands,Small,No,2019,12,31,April,Shareholding company with non-traded shares or shares traded privately,,100,Yes,1,0,0,0,No,100,No,Yes,1985,1,1985,30,No,49,Secondary/technical/vocational training,Yes,No,No,,No,No,No,No,Yes,No obstacle,Wholesale trade of ,Supplier Of Tools And Machines For The Metalworking Industry,100,5300000.0,Five Million Three Hundred Thousand,4500000,1,60,15,24,80,15,5,1,0,100,Database of suppliers manually updated using computers with general purpose software,Yes,No,No,No,No obstacle,No obstacle,We fixed it but did not take further action,Yes,Yes,Yes,Promotions were based solely on performance and ability,After 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,25.0,No,No,Moderate obstacle,Yes,1,A New Brand Of Machines Included In The Range,"New, Resulting In Higher Production Possibilities And More Precision",No,,,Yes,5000.0,0,0,0,No,No obstacle,No,No,No obstacle,70,30,0,0,0,No,Yes,Yes,Yes,No,No,Yes,No obstacle,Strongly agree,5,No,Yes,Strongly agree,Strongly agree,Does not apply,No,0.0,No,No,Does not apply,Does not apply,Does not apply,0,,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,9,1,7,5,6,4,3,8,2,13,11,As required,As required,As required,As required,As required,As required,1,7,4,5,6,2,3,No full-time seasonal or temporary workers,No,Yes,1,7,4,5,6,2,3,Minor obstacle,Minor obstacle,Does not apply,13,9,7,12,6,1,3,14,11,4,2,15,10,8,5,900000,5000,0.0,0.0
Manufacturing,North Netherlands,Small,No,2019,12,31,January,Sole proprietorship,,100,Yes,None (This is the first),0,0,0,No,100,No,Yes,2013,1,1944,25,No,42,Secondary/technical/vocational training,Yes,No,No,,No,No,No,No,Yes,No obstacle,Manufacturing of ,"Metalworking Of Steel, Aluminum Or Stainless: Welding, Assembly And Installation E.G. Structures For Making Buildings Earthquake Resistant But Also For The Furniture Industry",100,650000.0,Six Hundred Fifty Thousand,550000,100,0,0,0,100,0,0,No losses,100,0,Other,Yes,No,No,No,No obstacle,Does not apply,We fixed it but did not take further action,No,No,No,"Promotions were based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",Rarely or never,Local â main product sold mostly in same municipality where establishment is located,0,No,No,Minor obstacle,No,0,,,No,,,No,0,0,100,100,No,No obstacle,Yes,No,No obstacle,100,0,0,0,0,Yes,Yes,No,Yes,No,No,Yes,No obstacle,Strongly agree,No time was spent,No,Yes,Strongly agree,Strongly agree,Does not apply,No,0.0,No,No,No impact,No impact,No impact,0,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,3,4,9,8,2,1,5,7,6,5,5,As required,As required,As required,As required,Above required,Above required,3,7,4,2,1,6,5,No full-time seasonal or temporary workers,Yes,No,3,7,4,2,1,6,5,No obstacle,No obstacle,Does not apply,11,4,9,8,15,1,5,13,6,7,12,3,14,10,2,150000,15000,12.0,200000.0
Retail services,West Netherlands,Small,No,2019,12,31,August,Shareholding company with non-traded shares or shares traded privately,,100,No,None (This is the first),0,0,0,No,No family ownership,No,No,1984,1,1984,9,Yes,56,Bachelorâs degree,Yes,No,No,,No,No,No,No,Yes,No obstacle,Retail trade of ,Placing Locks At Private Individuals And Companies,90,1355000.0,One Million Three Hundred Fifty Five Thousand,1180000,2,98,0,0,100,0,0,No losses,99,1,Database of suppliers manually updated using computers with general purpose software,Yes,No,Yes,No,Minor obstacle,Does not apply,We fixed it and took action to make sure it did not happen again,No,No,No,-7,DOES NOT APPLY (SPONTANEOUS),Local â main product sold mostly in same municipality where establishment is located,0.0,Yes,Yes,No obstacle,No,0,,,No,,,No,0,0,50,100,No,No obstacle,No,No,No obstacle,100,0,0,0,0,No,Yes,Yes,Yes,No,No,Yes,Moderate obstacle,Tend to disagree,5,No,Yes,Does not apply,Does not apply,Does not apply,No,0.0,No,No,Does not apply,Does not apply,Does not apply,0,,Minor obstacle,Minor obstacle,Major obstacle,No obstacle,Does not apply,Moderate obstacle,Minor obstacle,Moderate obstacle,Does not apply,3,1,7,2,6,5,9,4,8,6,6,Does not apply (spontaneous),As required,As required,As required,Does not apply (spontaneous),As required,3,1,7,2,6,5,4,No full-time seasonal or temporary workers,No,Yes,3,1,7,2,6,5,4,Major obstacle,Moderate obstacle,Inadequately educated workforce,3,1,7,2,6,14,12,11,8,13,15,9,10,5,4,380000,1750,13.0,0.0
Manufacturing,South Netherlands,Small,No,2019,12,31,April,Shareholding company with non-traded shares or shares traded privately,,90,Yes,None (This is the first),0,0,0,No,90,No,Yes,2014,5,2014,15,No,31,Bachelorâs degree,Yes,Yes,Yes,Iso 9001,No,No,Yes,No,Yes,Major obstacle,Manufacturing of ,"Prototype Construction, Frame Construction, Machine Construction, Sheet Metal And Medical Products For Induction And Pathological Laboratories",80,1850000.0,One Million Eight Hundred Fifty Thousand,1250000,1,99,0,0,99,0,1,No losses,50,50,Database of suppliers manually updated using computers with general purpose software,Yes,No,No,No,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,Yes,Yes,No,Promotions were based solely on performance and ability,Within 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,10.0,No,No,No obstacle,Yes,1,Developing Systems To Measure Pressure-Free For Pathology,Completely New,Yes,Improving Digital Processes For Efficiency,Completely New,Yes,10000.0,0,100,100,No,No obstacle,Yes,No,Minor obstacle,60,0,0,40,0,No,Yes,Yes,No,Yes,No,Yes,No obstacle,Tend to agree,5,No,Yes,Strongly agree,Tend to agree,Does not apply,No,0.0,No,No,Modedate impact,Modedate impact,Modedate impact,0,,Major obstacle,Minor obstacle,No obstacle,Moderate obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,8,7,3,4,5,2,1,9,6,12,10,As required,As required,As required,As required,As required,Above required,1,3,7,4,5,2,6,2,No,Yes,1,3,7,4,5,2,6,Moderate obstacle,Major obstacle,Inadequately educated workforce,14,7,15,4,11,2,1,12,6,3,13,9,5,8,10,570000,20000,31.0,600000.0
Manufacturing,East Netherlands,Small,Yes,2019,12,31,March,Shareholding company with non-traded shares or shares traded privately,,100,Yes,None (This is the first),0,0,0,No,100,No,Yes,1998,7,1998,37,No,58,Secondary/diploma,Yes,No,No,,No,No,No,No,Yes,No obstacle,Manufacturing of ,"Building And Adapting Machines, Required For Specific Purposesin The Agricultaral Industry.",90,1200000.0,One Million Two Hundred Thousand,1200000,20,80,0,0,99,0,1,No losses,Don't know (spontaneous),Don't know (spontaneous),Database of suppliers manually updated using computers with general purpose software,No,No,No,No,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,No,No,-7,DOES NOT APPLY (SPONTANEOUS),National â main product sold mostly across the country where establishment is located,2.0,No,Yes,Moderate obstacle,Yes,0,Making A Saw Disc For Nurseries So That The Blades That Are Used Are No Longer Lost But Only Wear Off.,"Previously, The Blades Fell Off, Now There Is No Loss Of Saw Blades Due To Material Breakage, Which Extends The Service Life.",No,,,Yes,10000.0,0,100,100,No,No obstacle,Yes,No,No obstacle,100,0,0,0,0,Yes,Yes,Yes,No,No,No,Yes,No obstacle,Tend to disagree,No time was spent,No,Yes,Strongly agree,Strongly agree,Does not apply,No,0.0,No,No,No impact,No impact,No impact,0,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,4,9,6,7,1,2,5,3,8,8,8,Below required,As required,Below required,As required,As required,As required,4,3,6,7,1,2,5,No full-time seasonal or temporary workers,No,No,4,3,6,7,1,2,5,No obstacle,No obstacle,Does not apply,15,13,6,7,1,11,5,12,14,8,2,3,9,10,4,270000,14400,12.0,400000.0
Manufacturing,West Netherlands,Small,No,2019,12,31,August,Shareholding company with non-traded shares or shares traded privately,,100,Yes,None (This is the first),0,0,0,Yes,100,No,Yes,1991,1,1991,30,No,49,Secondary/diploma,Yes,No,Yes,Iso 9001 And 9002,Yes,Yes,No,No,Yes,No obstacle,Manufacturing of ,Producing Metal Semi-Finished Products,65,1800000.0,One Million Eight Hundredthousand,1700000,15,85,0,0,20,60,20,No losses,20,80,Manual search of suppliers without storing supplierâs information in centralized database,No,No,No,No,No obstacle,Minor obstacle,We fixed it and took action to make sure it did not happen again,No,No,No,Promotions were based solely on performance and ability,Rarely or never,National â main product sold mostly across the country where establishment is located,Too many to count,No,No,No obstacle,Yes,1,Machine With Steam Capacity Designed To Steam The Agricultural Soil In The Open Air,Completely New,No,,,No,0,0,100,100,No,Minor obstacle,Yes,No,No obstacle,95,0,0,5,0,Yes,Yes,Yes,Yes,No,No,Yes,Minor obstacle,Tend to agree,20,No,Yes,Tend to agree,Tend to agree,Tend to agree,No,0.0,No,No,Does not apply,No impact,No impact,0,,Minor obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,3,2,7,8,6,1,5,4,9,13,11,As required,As required,As required,As required,Below required,As required,1,7,4,2,6,3,5,No full-time seasonal or temporary workers,No,Yes,1,7,4,2,6,3,5,Moderate obstacle,No obstacle,Tax rates,11,14,7,15,13,1,12,4,9,2,3,5,6,10,8,600000,24000,4.0,2000000.0
